timestamp,duration_minutes,reason
2024-01-09 06:00:00,83,Sensor_Calibration
2024-01-09 07:00:00,84,Sensor_Calibration
2024-01-09 09:00:00,30,Sensor_Calibration
2024-01-09 10:00:00,73,Cooling_System_Check
2024-01-09 15:00:00,73,Sensor_Calibration
2024-01-09 17:00:00,33,Cooling_System_Check
2024-01-09 20:00:00,54,Sensor_Calibration
2024-01-09 23:00:00,15,Sensor_Calibration
2024-01-10 03:00:00,71,Sensor_Calibration
2024-01-10 06:00:00,108,Sensor_Calibration
2024-01-10 09:00:00,21,Cooling_System_Check
2024-01-10 10:00:00,104,Sensor_Calibration
2024-01-10 13:00:00,74,Sensor_Calibration
2024-01-10 16:00:00,26,Sensor_Calibration
2024-01-10 17:00:00,46,Sensor_Calibration
2024-01-10 18:00:00,23,Cooling_System_Check
2024-01-10 20:00:00,94,Sensor_Calibration
2024-01-10 21:00:00,38,Sensor_Calibration
2024-01-10 23:00:00,47,Sensor_Calibration
2024-01-11 02:00:00,89,Sensor_Calibration
2024-01-11 03:00:00,50,Sensor_Calibration
2024-01-11 08:00:00,98,Cooling_System_Check
2024-01-11 09:00:00,103,Sensor_Calibration
2024-01-11 11:00:00,107,Sensor_Calibration
2024-01-11 14:00:00,49,Sensor_Calibration
2024-01-11 16:00:00,55,Cooling_System_Check
2024-01-12 02:00:00,62,Cooling_System_Check
2024-01-12 05:00:00,22,Sensor_Calibration
2024-01-12 06:00:00,31,Cooling_System_Check
2024-01-12 09:00:00,73,Sensor_Calibration
2024-01-12 14:00:00,65,Sensor_Calibration
2024-01-12 16:00:00,41,Sensor_Calibration
2024-01-12 17:00:00,35,Sensor_Calibration
2024-01-12 18:00:00,42,Cooling_System_Check
2024-01-12 20:00:00,111,Cooling_System_Check
2024-01-13 00:00:00,33,Sensor_Calibration
2024-01-13 03:00:00,78,Sensor_Calibration
2024-01-13 05:00:00,31,Sensor_Calibration
2024-01-13 06:00:00,44,Sensor_Calibration
2024-01-13 08:00:00,20,Sensor_Calibration
2024-01-13 11:00:00,60,Sensor_Calibration
2024-01-13 14:00:00,113,Sensor_Calibration
2024-01-13 15:00:00,77,Sensor_Calibration
2024-01-13 23:00:00,32,Cooling_System_Check
2024-01-14 00:00:00,109,Sensor_Calibration
2024-01-14 01:00:00,81,Sensor_Calibration
2024-01-14 02:00:00,38,Cooling_System_Check
2024-01-14 04:00:00,37,Sensor_Calibration
2024-01-14 08:00:00,16,Sensor_Calibration
2024-01-14 11:00:00,23,Cooling_System_Check
2024-01-14 14:00:00,62,Cooling_System_Check
2024-01-14 15:00:00,56,Sensor_Calibration
2024-01-14 16:00:00,113,Sensor_Calibration
2024-01-14 18:00:00,74,Sensor_Calibration
2024-01-14 19:00:00,71,Sensor_Calibration
2024-01-14 20:00:00,34,Sensor_Calibration
2024-01-14 21:00:00,30,Sensor_Calibration
2024-01-15 02:00:00,29,Sensor_Calibration
2024-01-15 07:00:00,100,Sensor_Calibration
2024-01-15 15:00:00,36,Cooling_System_Check
2024-01-15 16:00:00,100,Sensor_Calibration
2024-01-16 03:00:00,115,Sensor_Calibration
2024-01-16 04:00:00,67,Sensor_Calibration
2024-01-16 07:00:00,117,Sensor_Calibration
2024-01-16 11:00:00,61,Sensor_Calibration
2024-01-16 12:00:00,54,Cooling_System_Check
2024-01-16 13:00:00,27,Sensor_Calibration
2024-01-16 14:00:00,44,Cooling_System_Check
2024-01-16 18:00:00,72,Cooling_System_Check
2024-01-17 01:00:00,37,Sensor_Calibration
2024-01-17 02:00:00,26,Sensor_Calibration
2024-01-17 03:00:00,72,Cooling_System_Check
2024-01-17 04:00:00,48,Sensor_Calibration
2024-01-17 10:00:00,15,Cooling_System_Check
2024-01-17 13:00:00,117,Cooling_System_Check
2024-01-17 14:00:00,83,Sensor_Calibration
2024-01-17 15:00:00,81,Cooling_System_Check
2024-01-17 21:00:00,71,Sensor_Calibration
2024-01-18 05:00:00,83,Cooling_System_Check
2024-01-18 06:00:00,104,Sensor_Calibration
2024-01-18 08:00:00,99,Cooling_System_Check
2024-01-18 09:00:00,47,Sensor_Calibration
2024-01-18 10:00:00,115,Cooling_System_Check
2024-01-18 12:00:00,83,Cooling_System_Check
2024-01-18 13:00:00,66,Cooling_System_Check
2024-01-18 16:00:00,72,Sensor_Calibration
2024-01-18 17:00:00,83,Cooling_System_Check
2024-01-18 18:00:00,30,Sensor_Calibration
2024-01-18 20:00:00,106,Cooling_System_Check
2024-01-19 01:00:00,105,Sensor_Calibration
2024-01-19 02:00:00,26,Cooling_System_Check
2024-01-19 04:00:00,47,Cooling_System_Check
2024-01-19 05:00:00,57,Sensor_Calibration
2024-01-19 08:00:00,81,Sensor_Calibration
2024-01-19 09:00:00,54,Sensor_Calibration
2024-01-19 13:00:00,58,Sensor_Calibration
2024-01-20 02:00:00,101,Sensor_Calibration
2024-01-20 07:00:00,104,Sensor_Calibration
2024-01-20 14:00:00,72,Sensor_Calibration
2024-01-20 17:00:00,89,Cooling_System_Check
2024-01-20 18:00:00,50,Cooling_System_Check
2024-01-20 20:00:00,50,Sensor_Calibration
2024-01-20 22:00:00,78,Cooling_System_Check
2024-01-20 23:00:00,113,Cooling_System_Check
2024-01-21 02:00:00,96,Sensor_Calibration
2024-01-21 08:00:00,37,Cooling_System_Check
2024-01-21 09:00:00,51,Sensor_Calibration
2024-01-21 12:00:00,37,Sensor_Calibration
2024-01-21 14:00:00,119,Cooling_System_Check
2024-01-21 16:00:00,98,Sensor_Calibration
2024-01-21 17:00:00,100,Sensor_Calibration
2024-01-21 23:00:00,33,Sensor_Calibration
2024-01-22 06:00:00,66,Sensor_Calibration
2024-01-22 11:00:00,30,Sensor_Calibration
2024-01-22 12:00:00,113,Sensor_Calibration
2024-01-22 14:00:00,66,Sensor_Calibration
2024-01-22 15:00:00,114,Sensor_Calibration
2024-01-22 16:00:00,30,Sensor_Calibration
2024-01-22 17:00:00,67,Sensor_Calibration
2024-01-22 19:00:00,53,Sensor_Calibration
2024-01-22 21:00:00,19,Sensor_Calibration
2024-01-22 22:00:00,107,Sensor_Calibration
2024-01-23 07:00:00,31,Sensor_Calibration
2024-01-23 13:00:00,56,Sensor_Calibration
2024-01-23 15:00:00,80,Cooling_System_Check
2024-01-23 21:00:00,79,Sensor_Calibration
2024-01-23 22:00:00,31,Sensor_Calibration
2024-01-24 00:00:00,103,Cooling_System_Check
2024-01-24 01:00:00,50,Sensor_Calibration
2024-01-24 08:00:00,68,Sensor_Calibration
2024-01-24 09:00:00,88,Cooling_System_Check
2024-01-24 10:00:00,53,Sensor_Calibration
2024-01-24 12:00:00,59,Cooling_System_Check
2024-01-24 19:00:00,72,Cooling_System_Check
2024-01-24 20:00:00,86,Sensor_Calibration
2024-01-25 00:00:00,15,Sensor_Calibration
2024-01-25 01:00:00,106,Sensor_Calibration
2024-01-25 03:00:00,77,Cooling_System_Check
2024-01-25 04:00:00,39,Sensor_Calibration
2024-01-25 05:00:00,52,Sensor_Calibration
2024-01-25 06:00:00,72,Sensor_Calibration
2024-01-25 08:00:00,75,Sensor_Calibration
2024-01-25 14:00:00,115,Sensor_Calibration
2024-01-25 17:00:00,71,Sensor_Calibration
2024-01-25 18:00:00,119,Cooling_System_Check
2024-01-26 00:00:00,68,Sensor_Calibration
2024-01-26 01:00:00,30,Sensor_Calibration
2024-01-26 02:00:00,89,Sensor_Calibration
2024-01-26 04:00:00,86,Sensor_Calibration
2024-01-26 12:00:00,22,Sensor_Calibration
2024-01-26 15:00:00,106,Bearing_Maintenance
2024-01-26 18:00:00,77,Sensor_Calibration
2024-01-26 19:00:00,47,Sensor_Calibration
2024-01-26 21:00:00,91,Sensor_Calibration
2024-01-26 22:00:00,43,Cooling_System_Check
2024-01-27 01:00:00,83,Sensor_Calibration
2024-01-27 03:00:00,80,Sensor_Calibration
2024-01-27 05:00:00,19,Cooling_System_Check
2024-01-27 12:00:00,110,Sensor_Calibration
2024-01-27 13:00:00,25,Sensor_Calibration
2024-01-27 14:00:00,77,Sensor_Calibration
2024-01-28 00:00:00,63,Sensor_Calibration
2024-01-28 01:00:00,112,Sensor_Calibration
2024-01-28 08:00:00,83,Sensor_Calibration
2024-01-28 09:00:00,116,Sensor_Calibration
2024-01-28 10:00:00,37,Sensor_Calibration
2024-01-28 11:00:00,51,Sensor_Calibration
2024-01-28 12:00:00,97,Sensor_Calibration
2024-01-28 17:00:00,15,Sensor_Calibration
2024-01-28 19:00:00,91,Cooling_System_Check
2024-01-28 22:00:00,118,Cooling_System_Check
2024-01-29 02:00:00,106,Sensor_Calibration
2024-01-29 06:00:00,68,Sensor_Calibration
2024-01-29 07:00:00,64,Cooling_System_Check
2024-01-29 08:00:00,68,Sensor_Calibration
2024-01-29 11:00:00,108,Sensor_Calibration
2024-01-29 13:00:00,71,Sensor_Calibration
2024-01-29 16:00:00,61,Sensor_Calibration
2024-01-29 17:00:00,115,Sensor_Calibration
2024-01-29 19:00:00,80,Cooling_System_Check
2024-01-29 21:00:00,117,Sensor_Calibration
2024-01-30 02:00:00,44,Sensor_Calibration
2024-01-30 05:00:00,65,Cooling_System_Check
2024-01-30 07:00:00,66,Sensor_Calibration
2024-01-30 09:00:00,111,Sensor_Calibration
2024-01-30 11:00:00,44,Cooling_System_Check
2024-01-30 13:00:00,65,Cooling_System_Check
2024-01-30 14:00:00,43,Sensor_Calibration
2024-01-30 19:00:00,88,Cooling_System_Check
2024-01-30 20:00:00,98,Sensor_Calibration
2024-01-30 21:00:00,48,Sensor_Calibration
2024-01-31 00:00:00,80,Sensor_Calibration
2024-01-31 04:00:00,89,Sensor_Calibration
2024-01-31 12:00:00,118,Sensor_Calibration
2024-01-31 14:00:00,39,Cooling_System_Check
2024-01-31 15:00:00,81,Sensor_Calibration
2024-01-31 16:00:00,46,Sensor_Calibration
2024-02-01 11:00:00,104,Cooling_System_Check
2024-02-01 12:00:00,63,Sensor_Calibration
2024-02-01 13:00:00,59,Sensor_Calibration
2024-02-01 16:00:00,100,Sensor_Calibration
2024-02-01 18:00:00,77,Cooling_System_Check
2024-02-01 23:00:00,22,Cooling_System_Check
2024-02-02 01:00:00,66,Cooling_System_Check
2024-02-02 04:00:00,104,Sensor_Calibration
2024-02-02 05:00:00,92,Sensor_Calibration
2024-02-02 06:00:00,40,Sensor_Calibration
2024-02-02 14:00:00,37,Sensor_Calibration
2024-02-02 15:00:00,32,Sensor_Calibration
2024-02-02 16:00:00,113,Sensor_Calibration
2024-02-02 19:00:00,42,Sensor_Calibration
2024-02-03 05:00:00,98,Sensor_Calibration
2024-02-03 06:00:00,24,Sensor_Calibration
2024-02-03 07:00:00,32,Sensor_Calibration
2024-02-03 10:00:00,48,Sensor_Calibration
2024-02-03 14:00:00,54,Sensor_Calibration
2024-02-03 16:00:00,97,Cooling_System_Check
2024-02-03 22:00:00,78,Cooling_System_Check
2024-02-04 00:00:00,70,Sensor_Calibration
2024-02-04 01:00:00,84,Sensor_Calibration
2024-02-04 02:00:00,47,Sensor_Calibration
2024-02-04 09:00:00,108,Cooling_System_Check
2024-02-04 20:00:00,17,Cooling_System_Check
2024-02-04 22:00:00,54,Sensor_Calibration
2024-02-05 01:00:00,38,Sensor_Calibration
2024-02-05 05:00:00,18,Sensor_Calibration
2024-02-05 07:00:00,108,Cooling_System_Check
2024-02-05 13:00:00,71,Cooling_System_Check
2024-02-05 14:00:00,89,Cooling_System_Check
2024-02-05 16:00:00,65,Sensor_Calibration
2024-02-05 17:00:00,19,Sensor_Calibration
2024-02-05 22:00:00,111,Cooling_System_Check
2024-02-05 23:00:00,26,Cooling_System_Check
2024-02-06 02:00:00,78,Sensor_Calibration
2024-02-06 04:00:00,114,Sensor_Calibration
2024-02-06 10:00:00,20,Sensor_Calibration
2024-02-06 16:00:00,27,Cooling_System_Check
2024-02-06 17:00:00,98,Sensor_Calibration
2024-02-06 20:00:00,31,Sensor_Calibration
2024-02-06 22:00:00,52,Sensor_Calibration
2024-02-07 00:00:00,108,Sensor_Calibration
2024-02-07 02:00:00,74,Sensor_Calibration
2024-02-07 03:00:00,92,Sensor_Calibration
2024-02-07 04:00:00,89,Cooling_System_Check
2024-02-07 05:00:00,90,Cooling_System_Check
2024-02-07 07:00:00,78,Sensor_Calibration
2024-02-07 09:00:00,78,Sensor_Calibration
2024-02-07 10:00:00,25,Cooling_System_Check
2024-02-07 12:00:00,28,Sensor_Calibration
2024-02-07 14:00:00,49,Sensor_Calibration
2024-02-07 16:00:00,92,Sensor_Calibration
2024-02-07 17:00:00,18,Sensor_Calibration
2024-02-07 20:00:00,32,Sensor_Calibration
2024-02-07 21:00:00,53,Cooling_System_Check
2024-02-07 22:00:00,46,Sensor_Calibration
2024-02-07 23:00:00,52,Sensor_Calibration
2024-02-08 00:00:00,77,Sensor_Calibration
2024-02-08 01:00:00,39,Cooling_System_Check
2024-02-08 05:00:00,67,Sensor_Calibration
2024-02-08 07:00:00,65,Sensor_Calibration
2024-02-08 08:00:00,84,Cooling_System_Check
2024-02-08 10:00:00,21,Sensor_Calibration
2024-02-08 12:00:00,56,Cooling_System_Check
2024-02-08 16:00:00,43,Cooling_System_Check
2024-02-08 17:00:00,108,Sensor_Calibration
2024-02-08 19:00:00,50,Cooling_System_Check
2024-02-08 22:00:00,71,Sensor_Calibration
2024-02-09 05:00:00,82,Sensor_Calibration
2024-02-09 06:00:00,24,Sensor_Calibration
2024-02-09 08:00:00,88,Cooling_System_Check
2024-02-09 13:00:00,45,Sensor_Calibration
2024-02-09 17:00:00,66,Cooling_System_Check
2024-02-09 20:00:00,19,Sensor_Calibration
2024-02-09 21:00:00,82,Bearing_Maintenance
2024-02-09 22:00:00,16,Sensor_Calibration
2024-02-10 00:00:00,50,Sensor_Calibration
2024-02-10 01:00:00,57,Cooling_System_Check
2024-02-10 02:00:00,34,Sensor_Calibration
2024-02-10 05:00:00,52,Cooling_System_Check
2024-02-10 09:00:00,104,Sensor_Calibration
2024-02-10 10:00:00,26,Sensor_Calibration
2024-02-10 12:00:00,118,Sensor_Calibration
2024-02-10 16:00:00,103,Sensor_Calibration
2024-02-10 20:00:00,57,Sensor_Calibration
2024-02-10 21:00:00,114,Sensor_Calibration
2024-02-11 02:00:00,19,Cooling_System_Check
2024-02-11 03:00:00,86,Sensor_Calibration
2024-02-11 05:00:00,106,Sensor_Calibration
2024-02-11 13:00:00,25,Sensor_Calibration
2024-02-11 15:00:00,60,Sensor_Calibration
