timestamp,machine_id,operator_id,planned_production_time_min,temperature,vibration,feed_rate_deviation,pressure,ideal_cycle_time_min,operating_time_min,total_units,defect_units,Defect_Type,downtime_duration_minutes,Is_Downtime,Downtime_Reason,OEE_Percentage,Downtime_Rate,Defect_Rate
2026-04-23 19:00:00,Line-1,OP-C,60.0,73.26,1.17,-0.08,99.5,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-23 20:00:00,Line-1,OP-C,60.0,73.66,1.32,-0.32,98.27,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-04-23 21:00:00,Line-1,OP-B,60.0,75.67,1.27,-0.15,98.63,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-23 22:00:00,Line-1,OP-C,60.0,75.99,1.19,0.54,101.33,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-04-23 23:00:00,Line-1,OP-B,60.0,75.0,1.28,0.04,90.96,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-04-24 00:00:00,Line-1,OP-B,60.0,74.15,1.28,-0.4,106.66,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-24 01:00:00,Line-1,OP-C,60.0,77.55,1.16,0.13,100.22,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-04-24 02:00:00,Line-1,OP-B,60.0,74.82,1.05,0.53,97.92,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-04-24 03:00:00,Line-1,OP-C,60.0,76.87,1.11,-0.28,87.35,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-24 04:00:00,Line-1,OP-C,60.0,73.86,1.07,-0.66,99.82,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-04-24 05:00:00,Line-1,OP-A,60.0,75.83,1.32,1.1,99.01,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-24 06:00:00,Line-1,OP-C,60.0,77.68,1.33,-0.69,95.51,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-04-24 07:00:00,Line-1,OP-A,60.0,69.78,1.36,-0.18,96.63,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-24 08:00:00,Line-1,OP-C,60.0,73.69,1.0,0.12,99.87,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-04-24 09:00:00,Line-1,OP-C,60.0,76.19,1.31,-0.14,97.06,1.0,60.0,58,0,Scratch,0.0,0,None,96.67,0.0,0.0
2026-04-24 10:00:00,Line-1,OP-A,60.0,77.43,1.42,-0.04,102.86,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-24 11:00:00,Line-1,OP-A,60.0,75.41,1.31,0.29,96.26,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-24 12:00:00,Line-1,OP-C,60.0,75.1,0.98,-1.2,100.77,1.0,60.0,54,0,Dent,0.0,0,None,90.0,0.0,0.0
2026-04-24 13:00:00,Line-1,OP-B,60.0,78.22,1.38,-0.63,105.9,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-04-24 14:00:00,Line-1,OP-A,60.0,77.55,1.2,0.02,99.82,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-04-24 15:00:00,Line-1,OP-B,60.0,73.26,1.18,-0.2,101.78,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-04-24 16:00:00,Line-1,OP-B,60.0,75.23,1.25,0.06,101.46,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-04-24 17:00:00,Line-1,OP-B,60.0,75.72,1.1,0.11,100.04,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-04-24 18:00:00,Line-1,OP-A,60.0,78.44,1.2,-1.06,99.66,1.0,60.0,58,1,Alignment,0.0,0,None,95.0,0.0,1.72
2026-04-24 19:00:00,Line-1,OP-B,60.0,76.73,1.36,0.64,97.14,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-24 20:00:00,Line-1,OP-A,60.0,74.79,1.26,-0.25,100.76,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-24 21:00:00,Line-1,OP-B,60.0,75.44,1.21,-0.43,98.58,1.0,60.0,57,0,Alignment,0.0,0,None,95.0,0.0,0.0
2026-04-24 22:00:00,Line-1,OP-C,60.0,71.23,1.21,0.1,107.73,1.0,60.0,57,0,Alignment,0.0,0,None,95.0,0.0,0.0
2026-04-24 23:00:00,Line-1,OP-C,60.0,76.94,1.08,0.05,104.06,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-25 00:00:00,Line-1,OP-A,60.0,76.29,1.19,0.6,92.74,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-04-25 01:00:00,Line-1,OP-C,60.0,77.42,1.04,0.14,93.01,1.0,60.0,55,1,Scratch,0.0,0,None,90.0,0.0,1.82
2026-04-25 02:00:00,Line-1,OP-C,60.0,74.71,1.3,0.58,99.35,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-04-25 03:00:00,Line-1,OP-B,60.0,75.26,0.98,-0.47,98.02,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-25 04:00:00,Line-1,OP-A,60.0,74.04,1.29,0.07,99.08,1.0,60.0,58,1,Scratch,0.0,0,None,95.0,0.0,1.72
2026-04-25 05:00:00,Line-1,OP-B,60.0,72.7,1.3,-0.56,103.26,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-04-25 06:00:00,Line-1,OP-B,60.0,73.8,1.33,0.05,101.58,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-25 07:00:00,Line-1,OP-B,60.0,71.36,1.21,-0.06,101.53,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-25 08:00:00,Line-1,OP-B,60.0,76.83,1.29,-0.08,107.23,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-04-25 09:00:00,Line-1,OP-B,60.0,70.65,1.18,-0.07,93.06,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-25 10:00:00,Line-1,OP-B,60.0,79.06,1.08,0.37,100.52,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-25 11:00:00,Line-1,OP-B,60.0,71.47,1.35,-0.8,97.1,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-04-25 12:00:00,Line-1,OP-A,60.0,78.0,1.19,-0.45,107.18,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-25 13:00:00,Line-1,OP-C,60.0,73.18,1.06,-0.02,88.95,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-04-25 14:00:00,Line-1,OP-B,60.0,76.12,1.15,-0.59,89.17,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-25 15:00:00,Line-1,OP-B,60.0,73.5,1.16,0.02,101.52,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-25 16:00:00,Line-1,OP-B,60.0,78.35,1.25,-0.03,105.63,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-25 17:00:00,Line-1,OP-B,60.0,75.09,1.43,-0.7,103.87,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-25 18:00:00,Line-1,OP-B,60.0,77.15,1.25,-0.73,96.0,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-25 19:00:00,Line-1,OP-B,60.0,75.15,1.22,-1.31,107.53,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-25 20:00:00,Line-1,OP-C,60.0,75.71,1.45,-0.61,93.84,1.0,60.0,59,0,Scratch,0.0,0,None,98.33,0.0,0.0
2026-04-25 21:00:00,Line-1,OP-C,60.0,76.23,1.3,0.01,106.54,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-25 22:00:00,Line-1,OP-B,60.0,73.94,1.23,0.08,94.5,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-04-25 23:00:00,Line-1,OP-C,60.0,72.44,1.15,0.1,98.24,1.0,60.0,59,1,Alignment,0.0,0,None,96.67,0.0,1.69
2026-04-26 00:00:00,Line-1,OP-A,60.0,72.4,1.23,-0.39,103.2,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-04-26 01:00:00,Line-1,OP-B,60.0,75.1,1.19,-0.01,92.67,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-04-26 02:00:00,Line-1,OP-A,60.0,74.02,1.21,0.2,107.35,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-04-26 03:00:00,Line-1,OP-A,60.0,70.71,1.33,-0.63,98.21,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-26 04:00:00,Line-1,OP-B,60.0,76.03,1.15,0.06,100.69,1.0,60.0,57,1,Alignment,0.0,0,None,93.33,0.0,1.75
2026-04-26 05:00:00,Line-1,OP-C,60.0,72.56,1.25,0.33,105.81,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-04-26 06:00:00,Line-1,OP-A,60.0,72.68,1.29,-0.25,96.03,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-26 07:00:00,Line-1,OP-B,60.0,74.92,1.13,0.53,105.3,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-26 08:00:00,Line-1,OP-A,60.0,73.2,1.12,-0.23,108.2,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-04-26 09:00:00,Line-1,OP-A,60.0,75.25,1.18,-0.43,96.72,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-04-26 10:00:00,Line-1,OP-A,60.0,78.95,1.15,0.28,106.85,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-04-26 11:00:00,Line-1,OP-A,60.0,74.24,1.32,1.02,91.2,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-26 12:00:00,Line-1,OP-C,60.0,72.88,1.1,0.04,101.95,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-26 13:00:00,Line-1,OP-A,60.0,75.36,1.21,0.32,93.86,1.0,60.0,58,0,Dent,0.0,0,None,96.67,0.0,0.0
2026-04-26 14:00:00,Line-1,OP-A,60.0,73.45,1.45,-0.25,104.71,1.0,60.0,55,0,Alignment,0.0,0,None,91.67,0.0,0.0
2026-04-26 15:00:00,Line-1,OP-A,60.0,75.05,1.24,-0.62,104.3,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-04-26 16:00:00,Line-1,OP-C,60.0,75.63,1.26,0.08,110.39,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-26 17:00:00,Line-1,OP-A,60.0,74.93,1.32,0.16,107.11,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-04-26 18:00:00,Line-1,OP-A,60.0,75.11,1.15,-0.18,99.17,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-26 19:00:00,Line-1,OP-C,60.0,75.38,1.09,0.32,94.59,1.0,60.0,57,1,Scratch,0.0,0,None,93.33,0.0,1.75
2026-04-26 20:00:00,Line-1,OP-C,60.0,78.19,1.22,-0.33,102.83,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-04-26 21:00:00,Line-1,OP-C,60.0,74.49,1.23,-0.45,99.7,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-04-26 22:00:00,Line-1,OP-A,60.0,75.25,1.04,0.53,107.76,1.0,60.0,56,1,Scratch,0.0,0,None,91.67,0.0,1.79
2026-04-26 23:00:00,Line-1,OP-C,60.0,76.73,1.24,0.53,89.17,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-27 00:00:00,Line-1,OP-C,60.0,75.94,1.31,-0.32,110.94,1.0,60.0,54,1,Dent,0.0,0,None,88.33,0.0,1.85
2026-04-27 01:00:00,Line-1,OP-A,60.0,74.28,1.11,0.86,102.66,1.0,60.0,54,1,Dent,0.0,0,None,88.33,0.0,1.85
2026-04-27 02:00:00,Line-1,OP-C,60.0,76.8,1.24,-0.14,95.93,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-27 03:00:00,Line-1,OP-A,60.0,73.26,1.29,0.04,103.67,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-27 04:00:00,Line-1,OP-B,60.0,74.55,1.26,-0.04,106.49,1.0,60.0,54,0,Alignment,0.0,0,None,90.0,0.0,0.0
2026-04-27 05:00:00,Line-1,OP-C,60.0,73.46,1.27,0.26,100.57,1.0,60.0,59,0,Dent,0.0,0,None,98.33,0.0,0.0
2026-04-27 06:00:00,Line-1,OP-B,60.0,76.15,1.18,0.14,91.18,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-27 07:00:00,Line-1,OP-A,60.0,77.38,1.09,0.13,98.53,1.0,60.0,56,0,Scratch,0.0,0,None,93.33,0.0,0.0
2026-04-27 08:00:00,Line-1,OP-C,60.0,75.45,1.16,-0.51,105.2,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-27 09:00:00,Line-1,OP-A,60.0,75.15,1.14,-0.84,102.48,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-04-27 10:00:00,Line-1,OP-B,60.0,73.25,1.19,0.57,99.22,1.0,60.0,57,1,Scratch,0.0,0,None,93.33,0.0,1.75
2026-04-27 11:00:00,Line-1,OP-A,60.0,73.59,1.31,-0.27,106.54,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-27 12:00:00,Line-1,OP-C,60.0,72.61,1.07,-0.02,103.7,1.0,60.0,56,1,Dent,0.0,0,None,91.67,0.0,1.79
2026-04-27 13:00:00,Line-1,OP-C,60.0,70.65,1.21,0.16,104.08,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-27 14:00:00,Line-1,OP-B,60.0,74.22,1.09,0.81,97.95,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-27 15:00:00,Line-1,OP-A,60.0,74.4,1.13,0.08,97.46,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-27 16:00:00,Line-1,OP-C,60.0,79.35,1.26,-0.2,91.5,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-04-27 17:00:00,Line-1,OP-B,60.0,78.13,1.08,-0.26,98.7,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-04-27 18:00:00,Line-1,OP-C,60.0,76.11,1.27,-0.02,104.68,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-27 19:00:00,Line-1,OP-C,60.0,79.17,1.06,-0.45,98.98,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-27 20:00:00,Line-1,OP-A,60.0,77.78,1.27,0.01,102.23,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-27 21:00:00,Line-1,OP-C,60.0,70.98,1.05,-0.03,105.56,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-04-27 22:00:00,Line-1,OP-A,60.0,77.13,1.14,0.82,101.86,1.0,60.0,54,0,Scratch,0.0,0,None,90.0,0.0,0.0
2026-04-27 23:00:00,Line-1,OP-C,60.0,76.42,1.39,-0.04,102.35,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-28 00:00:00,Line-1,OP-B,60.0,74.42,1.37,-0.96,93.21,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-28 01:00:00,Line-1,OP-C,60.0,72.17,1.16,1.34,98.39,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-04-28 02:00:00,Line-1,OP-A,60.0,76.19,1.24,0.48,108.63,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-04-28 03:00:00,Line-1,OP-A,60.0,70.84,1.32,1.04,100.52,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-28 04:00:00,Line-1,OP-B,60.0,74.96,1.27,-0.58,109.48,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-28 05:00:00,Line-1,OP-C,60.0,73.77,1.17,-0.11,96.38,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-04-28 06:00:00,Line-1,OP-C,60.0,72.48,1.13,0.34,101.17,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-28 07:00:00,Line-1,OP-B,60.0,77.38,1.29,0.27,98.09,1.0,60.0,54,0,Scratch,0.0,0,None,90.0,0.0,0.0
2026-04-28 08:00:00,Line-1,OP-C,60.0,74.92,1.31,0.15,102.96,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-04-28 09:00:00,Line-1,OP-C,60.0,75.35,1.37,-1.1,104.48,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-28 10:00:00,Line-1,OP-A,60.0,76.82,1.03,-0.86,103.01,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-04-28 11:00:00,Line-1,OP-C,60.0,74.98,1.07,0.76,105.21,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-28 12:00:00,Line-1,OP-C,60.0,75.9,1.32,0.85,99.93,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-28 13:00:00,Line-1,OP-B,60.0,76.63,1.04,-0.05,99.05,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-28 14:00:00,Line-1,OP-B,60.0,76.13,1.32,0.7,91.21,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-04-28 15:00:00,Line-1,OP-A,60.0,75.57,1.18,-0.51,103.19,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-04-28 16:00:00,Line-1,OP-C,60.0,78.57,1.15,-0.4,100.86,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-04-28 17:00:00,Line-1,OP-C,60.0,77.48,1.22,-0.55,99.66,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-28 18:00:00,Line-1,OP-C,60.0,74.83,1.07,-0.42,99.05,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-28 19:00:00,Line-1,OP-A,60.0,73.18,1.28,0.36,99.82,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-28 20:00:00,Line-1,OP-A,60.0,76.28,1.37,-0.43,98.82,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-28 21:00:00,Line-1,OP-B,60.0,75.43,1.29,1.12,97.36,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-28 22:00:00,Line-1,OP-A,60.0,78.42,1.18,0.23,101.2,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-28 23:00:00,Line-1,OP-C,60.0,76.97,1.05,0.54,102.42,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-04-29 00:00:00,Line-1,OP-C,60.0,76.53,1.05,0.24,96.15,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-04-29 01:00:00,Line-1,OP-A,60.0,75.03,1.07,0.61,98.0,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-29 02:00:00,Line-1,OP-C,60.0,73.25,1.2,-0.43,98.98,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-04-29 03:00:00,Line-1,OP-C,60.0,74.6,1.21,0.72,100.02,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-04-29 04:00:00,Line-1,OP-A,60.0,75.95,1.29,0.07,99.36,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-29 05:00:00,Line-1,OP-A,60.0,71.54,1.02,0.6,103.3,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-04-29 06:00:00,Line-1,OP-C,60.0,77.48,1.33,-0.72,91.74,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-04-29 07:00:00,Line-1,OP-C,60.0,79.13,1.27,0.09,92.62,1.0,60.0,56,1,Scratch,0.0,0,None,91.67,0.0,1.79
2026-04-29 08:00:00,Line-1,OP-C,60.0,71.11,1.17,0.07,100.97,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-29 09:00:00,Line-1,OP-B,60.0,72.2,1.08,-0.31,96.99,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-29 10:00:00,Line-1,OP-B,60.0,75.46,1.32,0.16,104.42,1.0,60.0,58,0,Scratch,0.0,0,None,96.67,0.0,0.0
2026-04-29 11:00:00,Line-1,OP-B,60.0,73.83,1.17,0.77,105.85,1.0,60.0,55,0,Scratch,0.0,0,None,91.67,0.0,0.0
2026-04-29 12:00:00,Line-1,OP-A,60.0,75.52,1.2,-0.35,101.17,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-29 13:00:00,Line-1,OP-B,60.0,74.86,1.24,0.48,94.64,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-29 14:00:00,Line-1,OP-A,60.0,72.95,1.11,-0.56,105.27,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-29 15:00:00,Line-1,OP-A,60.0,77.58,1.17,1.05,100.99,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-29 16:00:00,Line-1,OP-B,60.0,75.93,1.29,0.39,92.57,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-04-29 17:00:00,Line-1,OP-B,60.0,73.88,1.28,0.86,93.01,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-04-29 18:00:00,Line-1,OP-B,60.0,78.01,1.28,0.34,107.58,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-29 19:00:00,Line-1,OP-C,60.0,73.98,1.08,0.2,106.76,1.0,60.0,59,0,Dent,0.0,0,None,98.33,0.0,0.0
2026-04-29 20:00:00,Line-1,OP-B,60.0,72.52,1.18,0.4,87.41,1.0,60.0,54,0,Alignment,0.0,0,None,90.0,0.0,0.0
2026-04-29 21:00:00,Line-1,OP-C,60.0,75.37,1.16,-0.07,93.21,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
